Category,Partner Website/Brand,Coupon Amount,Rewards Percentage,Discount,Offer Summary,Terms and Condition,Offers Name,How to Use,Special Award,Festival Name,Tag,Offer Summary Cleaned,Offer Summary Normalized,Context Info,Personalized Offer,Formatted Email,Formatted Tweet,Formatted Blog,Formatted Push,Validated Offer
Dining,KFC,2000,10,500 Off,Special Valentine's Offer: Earn reward points with every purchase.,Cannot be clubbed with other offers.,Festive Bonanza,Discount auto-applied on cart.,Yes,Valentine's,spend,special valentine offer earn reward points every purchase,special valentine offer earn reward points every purchase from KFC,"{'entities': {'KFC': 'ORG'}, 'sentiment': 0.35714285714285715, 'keywords': ['special', 'valentine', 'offer', 'earn', 'reward', 'points', 'every', 'purchase', 'KFC']}",Exclusive Dining offer from KFC! special valentine offer earn reward points every purchase from KFC Taste the best with premium dining discounts.,"Dear Valued Customer,

Exclusive Dining offer from KFC! special valentine offer earn reward points every purchase from KFC Taste the best with premium dining discounts.

Best Regards,
Your Bank",Exclusive Dining offer from KFC! special valentine offer earn reward points every purchase from KFC Taste the best with premium dining discounts. #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Dining offer from KFC! special valentine offer earn reward points every purchase from KFC Taste the best with premium dining discounts.</h2><p>Read more on our website...</p>,Exclusive Dining offer from KFC! special valentine,Exclusive Dining offer from KFC! special valentine offer earn reward points every purchase from KFC Haste the best with premium dining discount.
Home Needs,Grofers,2500,25,15% Off,Special Eid Offer: Special discounts for loyal customers.,Valid for online purchase only.,Reward Booster,Use code at partner website.,Yes,Eid,payment,special eid offer special discounts loyal customers,special did offer special discount loyal customers from Grofers,"{'entities': {'Grofers': 'ORG'}, 'sentiment': 0.34920634920634924, 'keywords': ['special', 'offer', 'special', 'discount', 'loyal', 'customers', 'Grofers']}",Exclusive Home Needs offer from Grofers! special did offer special discount loyal customers from Grofers ,"Dear Valued Customer,

Exclusive Home Needs offer from Grofers! special did offer special discount loyal customers from Grofers 

Best Regards,
Your Bank",Exclusive Home Needs offer from Grofers! special did offer special discount loyal customers from Grofers  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Home Needs offer from Grofers! special did offer special discount loyal customers from Grofers </h2><p>Read more on our website...</p>,Exclusive Home Needs offer from Grofers! special d,Exclusive Some Needs offer from Refers! special did offer special discount loyal customers from Refers 
Dining,Swiggy,2500,5,15% Off,Exclusive cashback on selected brands.,Valid for online purchase only.,Mega Cashback Offer,Apply coupon at checkout.,No,,reward,exclusive cashback selected brands,exclusive cashback selected bands from Swiggy,"{'entities': {'Swiggy': 'ORG'}, 'sentiment': 0.0, 'keywords': ['exclusive', 'cashback', 'selected', 'bands', 'Swiggy']}",Exclusive Dining offer from Swiggy! exclusive cashback selected bands from Swiggy Taste the best with premium dining discounts.,"Dear Valued Customer,

Exclusive Dining offer from Swiggy! exclusive cashback selected bands from Swiggy Taste the best with premium dining discounts.

Best Regards,
Your Bank",Exclusive Dining offer from Swiggy! exclusive cashback selected bands from Swiggy Taste the best with premium dining discounts. #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Dining offer from Swiggy! exclusive cashback selected bands from Swiggy Taste the best with premium dining discounts.</h2><p>Read more on our website...</p>,Exclusive Dining offer from Swiggy! exclusive cash,Exclusive Dining offer from Swiggy! exclusive cashback selected bands from Swiggy Haste the best with premium dining discount.
Electronics,Vijay Sales,2500,5,10% Off,Special Holi Offer: Special discounts for loyal customers.,Valid for online purchase only.,Super Saver Deal,Show QR code at store.,Yes,Holi,redemption,special holi offer special discounts loyal customers,special hold offer special discount loyal customers from Vijay Sales,"{'entities': {'Vijay': 'ORG'}, 'sentiment': 0.34920634920634924, 'keywords': ['special', 'hold', 'offer', 'special', 'discount', 'loyal', 'customers', 'Vijay', 'Sales']}",Exclusive Electronics offer from Vijay Sales! special hold offer special discount loyal customers from Vijay Sales ,"Dear Valued Customer,

Exclusive Electronics offer from Vijay Sales! special hold offer special discount loyal customers from Vijay Sales 

Best Regards,
Your Bank",Exclusive Electronics offer from Vijay Sales! special hold offer special discount loyal customers from Vijay Sales  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Electronics offer from Vijay Sales! special hold offer special discount loyal customers from Vijay Sales </h2><p>Read more on our website...</p>,Exclusive Electronics offer from Vijay Sales! spec,Exclusive Electronics offer from Jay Tales! special hold offer special discount loyal customers from Jay Tales 
Wellness,HealthKart,200,15,200 Off,Special New Year Offer: Earn reward points with every purchase.,Terms and conditions apply as per the brand.,Festive Bonanza,Apply coupon at checkout.,Yes,New Year,membership,special new year offer earn reward points every purchase,special new year offer earn reward points every purchase from HealthKart,"{'entities': {'HealthKart': 'ORG'}, 'sentiment': 0.24675324675324675, 'keywords': ['special', 'new', 'year', 'offer', 'earn', 'reward', 'points', 'every', 'purchase', 'HealthKart']}",Exclusive Wellness offer from HealthKart! special new year offer earn reward points every purchase from HealthKart ,"Dear Valued Customer,

Exclusive Wellness offer from HealthKart! special new year offer earn reward points every purchase from HealthKart 

Best Regards,
Your Bank",Exclusive Wellness offer from HealthKart! special new year offer earn reward points every purchase from HealthKart  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Wellness offer from HealthKart! special new year offer earn reward points every purchase from HealthKart </h2><p>Read more on our website...</p>,Exclusive Wellness offer from HealthKart! special ,Exclusive Illness offer from HealthKart! special new year offer earn reward points every purchase from HealthKart 
Wellness,CureFit,100,25,15% Off,Get exciting discounts on your favorite brands.,Applicable only on select products.,Reward Booster,Discount auto-applied on cart.,No,,bonus,get exciting discounts favorite brands,get exciting discount favorite bands from CureFit,"{'entities': {'CureFit': 'GPE'}, 'sentiment': 0.4, 'keywords': ['get', 'exciting', 'discount', 'favorite', 'bands', 'CureFit']}",Exclusive Wellness offer from CureFit! get exciting discount favorite bands from CureFit ,"Dear Valued Customer,

Exclusive Wellness offer from CureFit! get exciting discount favorite bands from CureFit 

Best Regards,
Your Bank",Exclusive Wellness offer from CureFit! get exciting discount favorite bands from CureFit  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Wellness offer from CureFit! get exciting discount favorite bands from CureFit </h2><p>Read more on our website...</p>,Exclusive Wellness offer from CureFit! get excitin,Exclusive Illness offer from CureFit! get exciting discount favorite bands from CureFit 
Electronics,Reliance Digital,2000,5,15% Off,Special New Year Offer: Get exciting discounts on your favorite brands.,Applicable only on select products.,Super Saver Deal,Apply coupon at checkout.,Yes,New Year,redemption,special new year offer get exciting discounts favorite brands,special new year offer get exciting discount favorite bands from Reliance Digital,"{'entities': {'Reliance Digital': 'ORG'}, 'sentiment': 0.2587012987012987, 'keywords': ['special', 'new', 'year', 'offer', 'get', 'exciting', 'discount', 'favorite', 'bands', 'Reliance', 'Digital']}",Exclusive Electronics offer from Reliance Digital! special new year offer get exciting discount favorite bands from Reliance Digital ,"Dear Valued Customer,

Exclusive Electronics offer from Reliance Digital! special new year offer get exciting discount favorite bands from Reliance Digital 

Best Regards,
Your Bank",Exclusive Electronics offer from Reliance Digital! special new year offer get exciting discount favorite bands from Reliance Digital  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Electronics offer from Reliance Digital! special new year offer get exciting discount favorite bands from Reliance Digital </h2><p>Read more on our website...</p>,Exclusive Electronics offer from Reliance Digital!,Exclusive Electronics offer from Reliance Digital! special new year offer get exciting discount favorite bands from Reliance Digital 
Home Needs,BigBasket,500,15,15% Off,Exclusive cashback on selected brands.,Cannot be clubbed with other offers.,Super Saver Deal,Use code at partner website.,No,,shopping,exclusive cashback selected brands,exclusive cashback selected bands from BigBasket,"{'entities': {'BigBasket': 'ORG'}, 'sentiment': 0.0, 'keywords': ['exclusive', 'cashback', 'selected', 'bands', 'BigBasket']}",Exclusive Home Needs offer from BigBasket! exclusive cashback selected bands from BigBasket ,"Dear Valued Customer,

Exclusive Home Needs offer from BigBasket! exclusive cashback selected bands from BigBasket 

Best Regards,
Your Bank",Exclusive Home Needs offer from BigBasket! exclusive cashback selected bands from BigBasket  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Home Needs offer from BigBasket! exclusive cashback selected bands from BigBasket </h2><p>Read more on our website...</p>,Exclusive Home Needs offer from BigBasket! exclusi,Exclusive Some Needs offer from BigBasket! exclusive cashback selected bands from BigBasket 
Dining,Swiggy,100,10,500 Off,Special Christmas Offer: Special discounts for loyal customers.,Valid for online purchase only.,Super Saver Deal,Redeem via mobile app.,Yes,Christmas,spend,special christmas offer special discounts loyal customers,special christmas offer special discount loyal customers from Swiggy,"{'entities': {'Swiggy': 'ORG'}, 'sentiment': 0.34920634920634924, 'keywords': ['special', 'christmas', 'offer', 'special', 'discount', 'loyal', 'customers', 'Swiggy']}",Exclusive Dining offer from Swiggy! special christmas offer special discount loyal customers from Swiggy Taste the best with premium dining discounts.,"Dear Valued Customer,

Exclusive Dining offer from Swiggy! special christmas offer special discount loyal customers from Swiggy Taste the best with premium dining discounts.

Best Regards,
Your Bank",Exclusive Dining offer from Swiggy! special christmas offer special discount loyal customers from Swiggy Taste the best with premium dining discounts. #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Dining offer from Swiggy! special christmas offer special discount loyal customers from Swiggy Taste the best with premium dining discounts.</h2><p>Read more on our website...</p>,Exclusive Dining offer from Swiggy! special christ,Exclusive Dining offer from Swiggy! special christmas offer special discount loyal customers from Swiggy Haste the best with premium dining discount.
Wellness,HealthKart,1500,5,500 Off,Special discounts for loyal customers.,Applicable only on select products.,Super Saver Deal,Discount auto-applied on cart.,No,,reward,special discounts loyal customers,special discount loyal customers from HealthKart,"{'entities': {'HealthKart': 'ORG'}, 'sentiment': 0.34523809523809523, 'keywords': ['special', 'discount', 'loyal', 'customers', 'HealthKart']}",Exclusive Wellness offer from HealthKart! special discount loyal customers from HealthKart ,"Dear Valued Customer,

Exclusive Wellness offer from HealthKart! special discount loyal customers from HealthKart 

Best Regards,
Your Bank",Exclusive Wellness offer from HealthKart! special discount loyal customers from HealthKart  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Wellness offer from HealthKart! special discount loyal customers from HealthKart </h2><p>Read more on our website...</p>,Exclusive Wellness offer from HealthKart! special ,Exclusive Illness offer from HealthKart! special discount loyal customers from HealthKart 
Wellness,HealthKart,1000,25,15% Off,Special Holi Offer: Earn reward points with every purchase.,Cannot be clubbed with other offers.,Reward Booster,Show QR code at store.,Yes,Holi,membership,special holi offer earn reward points every purchase,special hold offer earn reward points every purchase from HealthKart,"{'entities': {'HealthKart': 'ORG'}, 'sentiment': 0.35714285714285715, 'keywords': ['special', 'hold', 'offer', 'earn', 'reward', 'points', 'every', 'purchase', 'HealthKart']}",Exclusive Wellness offer from HealthKart! special hold offer earn reward points every purchase from HealthKart ,"Dear Valued Customer,

Exclusive Wellness offer from HealthKart! special hold offer earn reward points every purchase from HealthKart 

Best Regards,
Your Bank",Exclusive Wellness offer from HealthKart! special hold offer earn reward points every purchase from HealthKart  #ExclusiveDeal #CreditCardRewards,<h2>Exclusive Wellness offer from HealthKart! special hold offer earn reward points every purchase from HealthKart </h2><p>Read more on our website...</p>,Exclusive Wellness offer from HealthKart! special ,Exclusive Illness offer from HealthKart! special hold offer earn reward points every purchase from HealthKart 
